City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
278,chama,47.1821,8.4636,4.12,95,100,0.0,CH,1675556818
279,grindavik,63.8424,-22.4338,3.26,93,100,10.8,IS,1675556818
280,asekeyevo,53.5742,52.7972,-13.09,93,100,1.72,RU,1675556818
281,port macquarie,-31.4333,152.9167,27.72,54,0,2.24,AU,1675556664
282,kayerkan,69.3497,87.7602,-11.93,92,100,2.11,RU,1675556819
283,barmer,25.75,71.3833,16.79,24,0,1.78,IN,1675556819
284,martapura,-3.4167,114.85,26.05,94,20,2.06,ID,1675556572
285,atambua,-9.1061,124.8925,23.65,88,100,0.92,ID,1675556820
286,flin flon,54.7682,-101.865,-14.09,66,100,1.03,CA,1675556820
287,antofagasta,-23.65,-70.4,23.6,81,3,0.99,CL,1675556693
288,port hardy,50.6996,-127.4199,8.1,87,100,12.86,CA,1675556818
289,owando,-0.4819,15.8999,23.8,59,100,1.3,CG,1675556821
290,cap malheureux,-19.9842,57.6142,24.7,85,90,5.31,MU,1675556821
291,salta,-24.7859,-65.4117,16.43,91,100,2.57,AR,1675556822
292,zurrieq,35.8311,14.4742,9.73,87,0,1.54,MT,1675556824
293,ostrovnoy,68.0531,39.5131,-10.25,84,100,5.66,RU,1675556825
294,drexel heights,32.1412,-111.0284,24.5,12,0,3.13,US,1675556831
295,shimoda,34.6667,138.95,9.2,58,66,5.76,JP,1675556615
296,sinegorye,62.0788,150.477,-26.99,99,100,0.82,RU,1675556837
297,sao felix do xingu,-6.6447,-51.995,22.32,99,92,0.46,BR,1675556839
298,guerrero negro,27.9769,-114.0611,18.62,51,0,5.19,MX,1675556845
299,tonk,26.1667,75.7833,14.87,41,0,0.64,IN,1675556846
300,oktyabrskiy,54.4815,53.471,-13.07,95,100,0.82,RU,1675556847
301,bandipur,27.9333,84.4167,6.92,70,1,1.13,NP,1675556853
302,arman,59.7,150.1667,-23.94,85,53,3.36,RU,1675556854
303,durango,24.8333,-104.8333,21.34,18,24,2.46,MX,1675556627
304,teguldet,57.3064,88.1667,-24.05,100,100,0.1,RU,1675556855
305,tabou,4.423,-7.3528,25.43,87,31,2.67,CI,1675556855
306,de-kastri,51.4667,140.7833,-20.53,93,77,1.67,RU,1675556855
307,shirokiy,49.758,129.523,-23.95,98,91,2.43,RU,1675556856
308,nianzishan,47.5167,122.8833,-20.44,94,5,1.59,CN,1675556856
309,ayan,56.45,138.1667,-21.74,86,89,2.16,RU,1675556857
310,urumqi,43.801,87.6005,-8.47,86,75,4.0,CN,1675556769
311,ancud,-41.8697,-73.8203,16.87,82,18,1.28,CL,1675556857
312,aasiaat,68.7098,-52.8699,-24.28,100,97,2.59,GL,1675556858
313,harindanga,22.0383,88.3214,16.81,39,88,2.35,IN,1675556858
314,vanderhoof,54.0166,-124.0198,1.51,92,100,2.95,CA,1675556858
315,orlovskiy,46.8714,42.0592,0.77,98,100,1.1,RU,1675556859
316,kapoeta,4.7717,33.5903,27.98,28,68,1.78,SS,1675556860
317,dimitrovgrad,54.2139,49.6184,-13.77,97,100,1.45,RU,1675556860
318,avanigadda,16.0215,80.9181,19.17,87,3,1.65,IN,1675556860
319,barra do bugres,-15.0725,-57.1811,23.66,91,100,1.39,BR,1675556861
320,buala,-8.145,159.5921,27.14,85,100,2.42,SB,1675556861
321,nchelenge,-9.3451,28.734,20.9,87,99,2.2,ZM,1675556861
322,coahuayana,18.7333,-103.6833,27.05,53,1,1.82,MX,1675556862
323,watertown,42.3709,-71.1828,-9.24,30,100,6.17,US,1675556587
324,kruisfontein,-34.0033,24.7314,21.39,63,68,2.28,ZA,1675556778
325,saint anthony,45.0205,-93.218,-1.86,73,0,3.09,US,1675556862
326,canico,32.6333,-16.85,17.35,74,40,7.2,PT,1675556863
327,mount gambier,-37.8333,140.7667,16.12,65,100,1.8,AU,1675556863
328,taoudenni,22.6783,-3.9836,15.23,38,100,6.01,ML,1675556863
329,sheridan,44.8333,-106.9173,6.21,57,0,1.54,US,1675556864
330,san cristobal,7.7669,-72.225,22.1,64,40,0.73,VE,1675556864
331,tezu,27.9167,96.1667,15.03,30,27,1.82,IN,1675556864
332,port-cartier,50.0334,-66.8654,-20.14,75,50,5.95,CA,1675556865
333,samarinda,-0.5,117.15,23.55,97,100,0.87,ID,1675556866
334,amarpur,25.0333,86.9,12.13,56,1,2.86,IN,1675556866
335,visnes,59.3556,5.2242,5.03,87,20,9.26,NO,1675556867
336,kavaratti,10.5669,72.642,27.21,69,45,1.83,IN,1675556867
337,huarmey,-10.0681,-78.1522,22.93,78,71,3.48,PE,1675556868
338,muros,42.7762,-9.0603,8.24,84,1,4.36,ES,1675556868
339,batemans bay,-35.7167,150.1833,21.17,46,0,2.46,AU,1675556869
340,fairbanks,64.8378,-147.7164,-13.02,82,40,2.57,US,1675556739
341,actopan,20.2667,-98.9333,16.34,36,0,3.51,MX,1675556869
342,kangaatsiaq,68.3065,-53.4641,-21.79,95,63,4.07,GL,1675556869
343,sola,-13.8833,167.55,27.37,78,100,4.12,VU,1675556860
344,los llanos de aridane,28.6585,-17.9182,14.86,66,75,6.17,ES,1675556870
345,tuktoyaktuk,69.4541,-133.0374,-42.0,66,20,1.03,CA,1675556782
346,kisangani,0.5167,25.2,21.38,50,19,0.81,CD,1675556871
347,handia,25.3833,82.1833,11.89,55,0,2.83,IN,1675556871
348,raudeberg,61.9875,5.1352,3.86,13,100,8.46,NO,1675556871
349,pervomayskiy,53.2485,40.2871,-7.01,97,97,2.1,RU,1675556872
350,katobu,-4.9408,122.5276,25.12,89,100,1.15,ID,1675556872
351,reconquista,-29.15,-59.65,23.72,31,89,2.72,AR,1675556872
352,namatanai,-3.6667,152.4333,27.96,74,100,0.88,PG,1675556873
353,vao,-22.6667,167.4833,26.45,87,100,9.15,NC,1675556873
354,puerto narino,-3.7703,-70.3831,21.56,99,100,0.49,CO,1675556873
355,kenora,49.8167,-94.4337,-13.46,85,100,2.06,CA,1675556874
356,kieta,-6.2167,155.6333,27.43,80,96,1.14,PG,1675556874
357,udachnyy,66.4167,112.4,-41.42,72,75,0.11,RU,1675556660
358,rorvik,64.8621,11.2373,1.06,80,40,4.12,NO,1675556876
359,frederico westphalen,-27.3592,-53.3944,21.91,72,64,1.79,BR,1675556876
360,narsaq,60.9167,-46.05,-4.88,93,94,1.51,GL,1675556877
361,matara,5.9485,80.5353,23.17,93,71,2.54,LK,1675556667
362,wamba,8.9333,8.6,25.92,18,39,2.32,NG,1675556877
363,kargasok,59.0556,80.8572,-19.9,100,100,1.65,RU,1675556878
364,puerto del rosario,28.5004,-13.8627,13.86,67,0,3.6,ES,1675556878
365,berlevag,70.8578,29.0864,-3.0,73,75,4.63,NO,1675556879
366,koslan,63.4564,48.8989,-15.04,99,99,1.0,RU,1675556879
367,bowen,-20.0167,148.2333,27.51,84,100,2.3,AU,1675556879
368,vyritsa,59.4078,30.3481,-4.27,97,100,2.95,RU,1675556880
369,kalispell,48.1958,-114.3129,5.27,71,100,4.12,US,1675556880
370,soe,-9.8607,124.284,20.56,92,100,1.67,ID,1675556880
371,goiatuba,-18.0125,-49.3547,21.15,89,100,1.65,BR,1675556881
372,chanika,-5.4167,38.0167,19.59,98,100,1.35,TZ,1675556881
373,omboue,-1.5746,9.2618,25.06,88,100,2.44,GA,1675556639
374,teya,60.3778,92.6267,-13.53,98,100,1.38,RU,1675556882
375,alegrete,-29.7831,-55.7919,21.96,34,6,4.21,BR,1675556883
376,resistencia,-27.4606,-58.9839,28.94,42,0,3.09,AR,1675556883
377,matay,28.419,30.7792,10.69,51,86,1.98,EG,1675556664
378,meadow lake,34.8014,-106.5436,14.71,19,8,1.11,US,1675556883
379,tuy hoa,13.0833,109.3,23.82,82,100,1.41,VN,1675556884
380,aksu,41.1231,80.2644,-7.57,84,49,1.59,CN,1675556885
381,calabozo,8.9242,-67.4293,29.58,48,45,3.8,VE,1675556885
382,stonewall,50.1344,-97.3268,-10.55,95,100,2.26,CA,1675556885
383,ketchikan,55.3422,-131.6461,7.99,93,100,5.14,US,1675556886
384,mujiayingzi,42.1167,118.7833,-5.67,38,82,2.69,CN,1675556886
385,bambous virieux,-20.3428,57.7575,26.14,83,40,1.54,MU,1675556886
386,tortoli,39.9256,9.6572,9.9,81,75,5.14,IT,1675556887
387,hobyo,5.3505,48.5268,23.48,74,51,6.27,SO,1675556887
388,vestmannaeyjar,63.4427,-20.2734,4.85,88,100,13.31,IS,1675556887
389,islamabad,33.7104,73.1338,12.13,71,21,2.28,PK,1675556749
390,torbay,47.6666,-52.7314,-11.52,82,75,11.83,CA,1675556888
391,dalby,-27.1833,151.2667,31.1,44,40,0.89,AU,1675556889
392,yelan,50.949,43.7378,-7.85,96,100,2.96,RU,1675556889
393,igurusi,-8.85,33.85,17.94,93,100,1.0,TZ,1675556890
394,tamworth,52.634,-1.6959,6.63,87,91,5.34,GB,1675556890
395,ust-nera,64.5667,143.2,-32.28,98,100,0.46,RU,1675556891
396,imelda,7.65,123.95,25.88,81,98,0.75,PH,1675556891
397,coari,-4.085,-63.1414,22.07,98,98,0.63,BR,1675556891
398,ericeira,38.9627,-9.4156,13.21,93,0,5.17,PT,1675556892
399,murmashi,68.8154,32.8115,-14.77,100,75,0.0,RU,1675556893
400,petropavlovsk-kamchatskiy,53.0452,158.6483,-12.67,61,75,3.0,RU,1675556893
401,port blair,11.6667,92.75,26.02,89,75,2.06,IN,1675556893
402,hay river,60.8156,-115.7999,-22.01,71,75,2.06,CA,1675556894
403,severo-yeniseyskiy,60.3725,93.0408,-14.75,98,100,1.48,RU,1675556894
404,outjo,-20.1167,16.15,18.34,83,100,2.89,NA,1675556894
405,chunskiy,56.0815,99.6342,-24.33,100,100,0.5,RU,1675556895
406,wainwright,52.839,-110.8572,-1.48,96,76,2.53,CA,1675556895
407,slobozia,46.7281,29.7078,-1.74,72,100,7.0,MD,1675556895
408,marawi,7.9986,124.2928,22.08,79,100,0.59,PH,1675556896
409,dwarka,22.2394,68.9678,20.29,64,19,4.13,IN,1675556896
410,caraquet,47.7941,-64.9386,-17.7,72,38,12.01,CA,1675556896
411,sur,22.5667,59.5289,20.91,70,3,3.75,OM,1675556897
412,romny,50.751,33.4747,-4.31,94,100,3.83,UA,1675556897
413,yumen,40.2833,97.2,-3.54,39,100,6.73,CN,1675556898
414,spirit river,55.7833,-118.8361,-4.76,96,93,1.49,CA,1675556898
415,tinyahuarco,-10.75,-76.3,5.7,85,100,3.37,PE,1675556898
416,naze,28.3667,129.4833,15.51,64,99,4.61,JP,1675556899
417,khuzhir,53.1939,107.3397,-15.79,86,17,1.96,RU,1675556899
418,nosy varika,-20.5833,48.5333,22.76,93,98,2.41,MG,1675556900
419,zhigansk,66.7697,123.3711,-42.21,97,46,4.59,RU,1675556900
420,ossora,59.2353,163.0719,-17.53,85,100,1.04,RU,1675556900
421,inuvik,68.3499,-133.7218,-33.52,68,20,2.57,CA,1675556901
422,cuamba,-14.8031,36.5372,20.38,96,89,1.02,MZ,1675556901
423,annamalainagar,11.4,79.7333,22.41,82,3,3.34,IN,1675556652
424,zhanakorgan,43.9098,67.2495,2.4,92,98,2.98,KZ,1675556902
425,bathsheba,13.2167,-59.5167,26.34,78,75,9.77,BB,1675556902
426,coquimbo,-29.9533,-71.3436,19.85,72,0,4.12,CL,1675556644
427,ulychne,49.2338,23.6511,-5.26,95,100,4.19,UA,1675556903
428,ciudad bolivar,8.1222,-63.5497,28.65,49,93,6.54,VE,1675556684
429,krasnoselkup,65.7,82.4667,-13.63,96,100,3.86,RU,1675556903
430,mehamn,71.0357,27.8492,-3.03,74,20,4.12,NO,1675556904
431,notre-dame-du-lac,47.6136,-68.7964,-25.81,90,11,1.86,CA,1675556904
432,minot,48.2325,-101.2963,-1.88,86,100,3.6,US,1675556612
433,kaka,37.3482,59.6143,4.33,73,100,2.56,TM,1675556758
434,lompoc,34.6391,-120.4579,19.88,77,75,2.57,US,1675556905
435,ponta delgada,37.7333,-25.6667,13.4,88,20,2.57,PT,1675556905
436,paita,-5.0892,-81.1144,23.66,78,94,4.2,PE,1675556906
437,lorengau,-2.0226,147.2712,29.28,67,79,2.44,PG,1675556906
438,plettenberg bay,-34.0527,23.3716,21.91,71,12,2.99,ZA,1675556906
439,chulumani,-16.4096,-67.5263,16.42,99,100,0.17,BO,1675556907
440,altamira,-3.2033,-52.2064,22.84,97,100,1.25,BR,1675556907
441,dandong,40.1292,124.3947,-4.96,62,1,1.12,CN,1675556908
442,gold coast,-28.0,153.4333,32.36,62,40,6.17,AU,1675556680
443,stranda,62.3096,6.9358,5.19,86,100,1.34,NO,1675556908
444,dauriya,49.9333,116.8667,-30.16,100,66,0.69,RU,1675556908
445,henties bay,-22.116,14.2845,17.87,86,97,2.74,NA,1675556909
446,egvekinot,66.3167,-179.1667,-32.31,88,17,5.79,RU,1675556909
447,bolgatanga,10.7856,-0.8514,27.62,17,59,2.54,GH,1675556909
448,upington,-28.4478,21.2561,24.21,57,20,3.09,ZA,1675556910
449,bosaso,11.2842,49.1816,21.3,78,62,0.66,SO,1675556910
450,salalah,17.0151,54.0924,21.05,83,20,1.54,OM,1675556911
451,kalmunai,7.4167,81.8167,24.72,86,90,3.81,LK,1675556911
452,biak,-0.9131,122.8766,25.14,82,99,2.11,ID,1675556911
453,kensington,-33.9167,151.2167,28.17,36,0,3.6,AU,1675556912
454,bryan,30.6744,-96.37,15.01,66,100,3.09,US,1675556912
455,rafaela,-31.2503,-61.4867,26.1,34,1,0.89,AR,1675556913
456,havelock,34.8791,-76.9013,2.99,73,0,1.54,US,1675556913
457,burnie,-41.0667,145.9167,19.49,47,3,4.15,AU,1675556913
458,tocopilla,-22.092,-70.1979,23.31,74,10,2.07,CL,1675556906
459,zarand,30.8127,56.564,6.48,71,49,1.54,IR,1675556914
460,ladario,-19.0047,-57.6017,27.02,55,59,0.72,BR,1675556914
461,kaputa,-8.4689,29.6619,20.44,85,100,1.12,ZM,1675556915
462,morant bay,17.8815,-76.4093,25.79,79,11,3.57,JM,1675556915
463,cuiaba,-15.5961,-56.0967,23.96,88,75,0.0,BR,1675556915
464,vieste,41.8825,16.175,6.08,55,81,15.3,IT,1675556665
465,college,64.8569,-147.8028,-13.03,78,75,2.57,US,1675556827
466,nome,64.5011,-165.4064,-9.96,85,100,3.09,US,1675556916
467,pocoes,-14.5297,-40.3653,19.94,93,56,2.36,BR,1675556917
468,nezhinka,51.7676,55.3694,-14.89,72,0,3.13,RU,1675556917
469,wahiawa,21.5028,-158.0236,23.2,79,100,3.09,US,1675556736
470,jumla,29.2747,82.1838,2.19,42,0,2.0,NP,1675556918
471,alibag,18.6411,72.8792,24.04,56,1,1.6,IN,1675556918
472,paso de los toros,-32.8167,-56.5167,19.15,42,1,4.06,UY,1675556919
473,dalvik,65.9702,-18.5286,1.96,74,62,6.12,IS,1675556919
474,codrington,-38.2667,141.9667,16.43,70,100,3.19,AU,1675556920
475,hami,42.8,93.45,-1.08,37,100,2.0,CN,1675556823
476,kysyl-syr,63.8986,122.7617,-33.7,98,100,1.92,RU,1675556920
477,sao francisco,-15.9486,-44.8644,24.44,70,16,1.46,BR,1675556921
478,tursunzoda,38.5144,68.2333,6.71,49,100,2.23,TJ,1675556921
479,bubaque,11.2833,-15.8333,25.03,66,28,6.49,GW,1675556921
480,mackenzie,55.2999,-123.1698,2.12,87,100,4.12,CA,1675556922
481,xiamen,24.4798,118.0819,14.03,94,100,1.0,CN,1675556703
482,sindou,10.6667,-5.1667,25.75,17,12,2.49,BF,1675556922
483,labuhan,-6.8844,112.2051,25.17,87,100,2.57,ID,1675556923
484,deniliquin,-35.5333,144.9667,20.06,42,1,2.91,AU,1675556923
485,marzuq,14.4,46.4667,16.99,65,62,0.84,YE,1675556924
486,igarka,67.4667,86.5833,-13.16,96,100,4.19,RU,1675556660
487,huicungo,-7.2833,-76.8,24.58,68,100,0.7,PE,1675556925
488,ocean city,39.2776,-74.5746,-2.78,65,4,4.02,US,1675556700
489,north bend,43.4065,-124.2243,13.84,85,75,1.54,US,1675556905
490,dzilam gonzalez,21.2833,-88.9333,22.44,76,62,4.37,MX,1675556925
491,maceio,-9.6658,-35.7353,25.69,94,40,2.06,BR,1675556652
492,pandan niog,6.2282,120.5631,26.95,80,95,2.96,PH,1675556926
493,leshukonskoye,64.8989,45.7622,-24.6,100,99,1.26,RU,1675556926
494,itaituba,-4.2761,-55.9836,23.85,98,79,0.48,BR,1675556926
495,kadi,23.3,72.3333,14.92,28,7,2.64,IN,1675556927
496,lazaro cardenas,17.9583,-102.2,27.73,57,0,4.0,MX,1675556928
497,boa esperanca,-21.09,-45.5658,21.23,90,89,0.83,BR,1675556928
498,lucapa,-8.4192,20.7447,17.21,97,100,1.01,AO,1675556928
499,leningradskiy,69.3833,178.4167,-31.45,99,100,1.85,RU,1675556929
500,rupnagar,30.9664,76.5331,12.66,63,0,2.51,IN,1675556929
501,corinto,37.9407,22.9573,8.83,93,81,3.81,GR,1675556929
502,arlit,18.7369,7.3853,21.49,11,4,4.36,NE,1675556930
503,birzai,56.2,24.75,-5.74,92,78,3.88,LT,1675556930
504,ghatanji,20.1333,78.3167,18.02,21,0,1.46,IN,1675556930
505,santa maria a vico,41.0255,14.4654,8.06,39,12,7.77,IT,1675556931
506,ewa beach,21.3156,-158.0072,24.99,76,20,4.63,US,1675556931
507,poshekhonye,58.4993,39.1353,-4.44,98,100,1.16,RU,1675556932
508,rapar,23.5667,70.6333,18.12,36,0,1.55,IN,1675556932
509,necochea,-38.5473,-58.7368,16.08,73,0,4.49,AR,1675556932
510,qobustan,40.0824,49.412,7.08,87,88,1.84,AZ,1675556933
511,bairiki,1.3292,172.9752,30.0,74,40,5.14,KI,1675556933
512,rincon,32.296,-81.2354,9.36,75,20,3.09,US,1675556933
513,comodoro rivadavia,-45.8667,-67.5,22.92,49,0,1.03,AR,1675556682
514,srednekolymsk,67.45,153.6833,-36.05,100,100,1.73,RU,1675556934
515,katsuura,35.1333,140.3,8.53,62,16,6.33,JP,1675556934
516,port augusta,-32.5,137.7667,22.71,39,1,1.81,AU,1675556935
517,ilulissat,69.2167,-51.1,-18.99,65,66,0.51,GL,1675556892
518,malindi,-3.2175,40.1191,24.24,87,67,3.94,KE,1675556935
519,zavodskoy,43.4597,132.2922,-15.23,78,58,2.0,RU,1675556936
520,casino,-28.8667,153.05,29.32,54,88,1.65,AU,1675556936
521,brasilia de minas,-16.2064,-44.4333,22.58,74,80,1.34,BR,1675556936
522,rawatbhata,24.9333,75.5833,16.46,36,0,1.27,IN,1675556937
523,luau,-10.7073,22.2247,16.36,99,100,0.86,AO,1675556937
524,taltal,-25.4,-70.4833,21.49,81,55,1.32,CL,1675556937
525,ballina,-28.8667,153.5667,29.45,62,90,3.54,AU,1675556938
526,svetlyy,54.675,20.1347,-0.97,80,55,3.16,RU,1675556938
527,sao gabriel,-30.3364,-54.32,20.46,37,2,3.6,BR,1675556939
528,novikovo,51.1537,37.8879,-6.52,97,91,2.82,RU,1675556939
529,majene,-3.5403,118.9707,26.82,73,100,2.11,ID,1675556939
530,butembo,0.15,29.2833,15.09,57,53,1.51,CD,1675556940
531,umm lajj,25.0213,37.2685,18.38,53,25,4.38,SA,1675556678
532,bahar,34.9072,48.4414,-7.91,86,0,1.03,IR,1675556940
533,saint-pierre,-21.3393,55.4781,24.82,83,0,2.06,RE,1675556783
534,mangan,27.5167,88.5333,14.17,67,96,1.35,IN,1675556941
535,dedougou,12.4667,-3.4667,24.8,15,17,2.9,BF,1675556941
536,mahon,39.8885,4.2658,12.31,66,0,9.77,ES,1675556942
537,lingsugur,16.1667,76.5167,20.04,46,5,1.53,IN,1675556942
538,isla mujeres,21.2311,-86.731,21.03,83,66,6.36,MX,1675556943
539,suksun,57.1431,57.3949,-14.35,97,100,0.63,RU,1675556943
540,amurrio,43.05,-3.0,8.81,78,100,1.97,ES,1675556945
541,port hedland,-20.3167,118.5667,31.03,55,12,5.66,AU,1675556945
542,auchi,7.0667,6.2667,25.47,78,91,2.95,NG,1675556946
543,buraydah,26.326,43.975,12.25,36,0,5.03,SA,1675556946
544,planaltina,-15.4528,-47.6142,18.87,90,9,0.54,BR,1675556840
545,sao filipe,14.8961,-24.4956,22.01,63,39,5.89,CV,1675556775
546,montrose,38.4166,-108.2673,1.76,70,9,0.25,US,1675556947
547,ridgecrest,35.6225,-117.6709,17.23,22,0,2.57,US,1675556948
548,domoni,-12.2569,44.5319,26.05,85,98,1.06,KM,1675556949
549,moose factory,51.2585,-80.6094,-11.0,85,100,4.12,CA,1675556950
550,ripoll,42.2006,2.1903,7.11,33,0,3.68,ES,1675556950
551,caldwell,43.6629,-116.6874,7.17,62,0,1.54,US,1675556942
552,sioux lookout,50.1001,-91.917,-14.96,78,100,0.0,CA,1675556951
553,sarti,40.1,23.9833,6.45,60,100,6.16,GR,1675556952
554,sayyan,15.1718,44.3244,10.86,50,37,0.81,YE,1675556952
555,tromso,69.6496,18.957,1.01,60,75,6.17,NO,1675556953
